category;tweet_id;text;date;retweet_count
water sewage;1.14E+18;". Southern Water fined a record £127m over ""serious failures"" in the operation of #sewage treatment sites and for deliberately misreporting its performance. Full story on *@EnergyLiveNews shortly!";6/25/2019 8:43;2
water sewage;1.14E+18;*@DirkHazell *@ggibas1 Thames Water regularly expels millions of raw sewage into the Thames when heavy rainfall occurs . It’s beyond a scandal, it’s rampant environmental criminality.;6/25/2019 8:40;1
water sewage;1.14E+18;The impact of treated and untreated municipal sewage water on growth and physiology of the desert plant Calotropis procera *@tandfenviro https://t.co/UOw88hQx5q;6/25/2019 8:37;0
water sewage;1.14E+18;*@east_bmc Sir, Please send help to clean the sewage, over filled with feces and dirty water which is overflowing on the road. Its also mosquito breeding ground. Andheri E, near Gokhle Bridge. *@MCGMswm *@mybmc #MyCleanIndia *@HealthMcgm *@CMOMaharashtra https://t.co/0GQmPzgKJi;6/25/2019 8:36;0
water sewage;1.14E+18;The  drain  sewage water is draining from Ranigunj cross road towards minister road and the sewage water might enter shops at minister which can cause I'll health to the shop people or customer  and pedestrian walking is becoming impossible and hectic https://t.co/Agkw9met4z;6/25/2019 8:35;1
water sewage;1.14E+18;"Pre-launch celebration of “Anaerobic Sewage Treatment” *@ #AD16 with co-author Jerome van der Lubbe! 

Books will be available in July! #anaerobic #sewage #treatment #water #book https://t.co/I42PEODNRf";6/25/2019 8:33;0
water sewage;1.14E+18;"Fines and customer rebates of £126m have been handed to Southern Water for ""failures"" in its sewage treatment sites
https://t.co/ZuHwf2csAL #HeartNews";6/25/2019 8:33;0
water sewage;1.14E+18;"Fines and customer rebates of £126m have been handed to Southern Water for ""failures"" in its sewage treatment sites
https://t.co/WI6E1RP4oh #HeartNews";6/25/2019 8:33;0
water sewage;1.14E+18;"Fines and customer rebates of £126m have been handed to Southern Water for ""failures"" in its sewage treatment sites
https://t.co/An2icjvy9O #HeartNews";6/25/2019 8:33;0
water sewage;1.14E+18;How are patients to Grande International Hospital coming ? Roads from almost everywhere are blocked my people’s representatives in the name of water pipe / sewage pipe placement. It was told only one months , but now it’s been three months. No body to open their mouth?;6/25/2019 8:25;0
water sewage;1.14E+18;Southern Water hit with record £126m penalty after 'serious failures' https://t.co/itLdoBO462 https://t.co/bBfEkSumBX;6/25/2019 8:25;0
water sewage;1.14E+18;"This is Sandycove beach this morning pictured by *@flossiebeachcl1 
Please do not swim in the sea today anywhere from Seapoint to Killiney.
===========
We need
1. same day water quality testing
2. pre-emptive warnings following heavy rain 
3. sewage system upgrades 
*@dlrcc https://t.co/3tNxyhnnqG";6/25/2019 8:22;117
water sewage;1.14E+18;This morning *@SouthernWater have been fined £126M for underinvestment and allowing sewage to pollute our water 🌊🌍🏄‍♂️🚣‍♂️🏊🏽‍♀️ https://t.co/tLGrtY6fWg;6/25/2019 8:19;0
water sewage;1.14E+18;*@CoconutsBangkok Must be an experience wakeboarding in sewage water 🙄;6/25/2019 8:19;0
water sewage;1.14E+18;"Southern Water fined £126m today over sewage spills &amp  misreporting performance.

In completely unrelated news, this week’s episode is on the problems of our privatised water system… https://t.co/BrVgmsAbmJ

https://t.co/YvRlbJNI5T";6/25/2019 8:18;1
water sewage;1.14E+18;Severe rain causes bypass *@#CityofTO Ashbridges Bay Wastewater Treatment plant. All wastewater is disinfected and treated per provincial and federal regulations. Learn more: https://t.co/ojjqlNj5sT https://t.co/L9mlsSwvsY;6/25/2019 8:12;1
water sewage;1.14E+18;"Southern Water has been fined £126 million for letting sewage spill into the environment and covering it up for seven years.

This kind of behaviour from private water companies tells us what we already know. It's time to take them into public ownership. 
https://t.co/kvfoZeC7GN";6/25/2019 8:07;292
water sewage;1.14E+18;Dear CM *@mlkhattar janab  sewage water is being dumped in the storm water drain with impunity *@ Sector 67 main V2 road. It is causing immense hardship to the residents and is health hazard. Kindly, direct for swift and immediate redressal. Regards;6/25/2019 8:06;0
water sewage;1.14E+18;It’s a pity though that the water is off limits yet again due to *@IrishWater *@IrishWaterNews overflow of sewage into Dublin bay https://t.co/mGnCJkRsH2;6/25/2019 8:05;0
water sewage;1.14E+18;#UK #water regulator *@Ofwat has fined *@SouthernWater £126m for what it called “serious failures” at its sewage treatment plants and for “deliberately misreporting its performance”. The #fines are the biggest ever imposed by #Ofwat;6/25/2019 7:59;0
water sewage;1.14E+18;Southern Water faces record fine after 'shocking' sewage failings https://t.co/Sc1M5Kp3sa;6/25/2019 7:58;0
water sewage;1.14E+18;What? The same company provide fresh water AND deal with sewage? I hope they wash their hands properly ! https://t.co/0PxDenw7EN;6/25/2019 7:54;0
water sewage;1.14E+18;"*@BBCNews Is this the same offence as mentioned in this 2014 article?

*@SouthernWater say they’re sorry, for what? Being caught (again)!

Senior Management negligence on an industrial scale.

Southern Water £176m penalty over 'sewage failings' https://t.co/GKdmuFUH5h";6/25/2019 7:53;0
water sewage;1.14E+18;"Southern Water

*failed to maintain equipment
*polluted our environment with sewage
*lied about it for 7 years

Water companies have been putting profit before environment for too long

Time to take them back into public ownership *@We_OwnIt  #Brighton 

https://t.co/TJlJT2Lb6F";6/25/2019 7:50;1007
water sewage;1.14E+18;"At 9 with Andy: Southern Water has been hit with fines and customer rebates of £126m because of what Ofwat calls ""failures"" in its sewage treatment sites";6/25/2019 7:48;0
water sewage;1.14E+18;Customers will get rebates after the company failed to operate its sewage plants properly. #bigdata #Ofwat #Wastewater #SouthernWater #SewageTreatment #Getty... https://t.co/eOpAq6aRrd;6/25/2019 7:45;0
water sewage;1.14E+18;BBC News - Southern Water has been hit with a record £126m punishment for spills of wastewater into the environment from its sewage plants and for deliberately misreporting its performance. https://t.co/vELqrlKAuP;6/25/2019 7:44;0
water sewage;1.14E+18;Southern Water fined £126m for ‘co-ordinated efforts to deceive’ at its sewage treatment plants. 🇬🇧💦#SouthernWater  https://t.co/9gcD5RU8UW;6/25/2019 7:44;0
water sewage;1.14E+18;"An Ofwat report found senior managers were among those who deliberately manipulated sewage samples

https://t.co/sV0oBtFwgA";6/25/2019 7:44;4
water sewage;1.14E+18;Southern Water has been handed a record £126m penalty after “serious failures” in its sewage treatment sites and deliberately misreporting of its performance - this is truly shocking and a product of privatisation. https://t.co/W0ZwokiSz9;6/25/2019 7:44;4
water sewage;1.14E+18;One of the problems of living in the countryside is the lack of mains sewerage. I’m in the process of fully upgrading my septic tank to comply. Most are unaware. General binding rules: small sewage discharge to a surface water - https://t.co/dPVUyJZqxy https://t.co/K1xD7WWQwv;6/25/2019 7:35;0
water sewage;1.14E+18;Does this mean *@Ofwat serious about spelling out what high growth strategy S.E. means? *@FT Re water. Southern Water hit with record £126m penalty after 'serious failures' | The Independent Water hit with record £126 million penalty after 'serious failures' https://t.co/2TH5V7JNlI;6/25/2019 7:32;0
water sewage;1.14E+18;Southern Water agrees to pay record £126m over serious failures in operating its sewage treatment sites and for “deliberately misreporting” its performance. The firm will pay a rebate of £123m to customers through their bills and a fine of £3m  https://t.co/1PLcTfGkE4;6/25/2019 7:25;2
water sewage;1.14E+18;Southern Water hit with record £126m penalty after 'serious failures' https://t.co/4bAnXQCtKs;6/25/2019 7:24;0
water sewage;1.14E+18;Southern Water hit with record £126m penalty after 'serious failures' https://t.co/7mDKDQGhWJ;6/25/2019 7:24;0
water sewage;1.14E+18;*@_Oreeee Body odor and sewage water;6/25/2019 7:20;0
water sewage;1.14E+18;"Clear Drinking Water from Sewage as per WHO Standards from Herbal Extracts like Drumstick!!
Unbelievable!
An Indian Innovation!
It might just SAVE our World from extinction! https://t.co/SuTSFP9mYT";6/25/2019 7:20;7
water sewage;1.14E+18;"Southern Water has agreed to refund its customers £123m after the regulator OFWAT found failings at its sewage treatment plants and deliberately misreporting its performance. 

Ofwat boss Rachel Fletcher: ""What we found in this case is shocking."" https://t.co/eE75AwRQQB";6/25/2019 7:20;1
water sewage;1.14E+18;"Southern Water failed to run its sewage treatment plants correctly #SouthernWater
https://t.co/O8GHZwP7ox";6/25/2019 7:20;0
water sewage;1.14E+18;"Southern Water failed to run its sewage treatment plants correctly #SouthernWater
https://t.co/bZxR1S2oVY";6/25/2019 7:20;0
water sewage;1.14E+18;"Southern Water has been hit with a record £126m package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance https://t.co/g2mfaDHM8Y";6/25/2019 7:20;0
water sewage;1.14E+18;NEWS: Southern Water customers on the Isle of Wight are set to receive a rebate after the company was fined £126m https://t.co/DgEHqOmc1k #iwnews;6/25/2019 7:17;4
water sewage;1.14E+18;Southern Water Fined £126m For Sewage Failures - https://t.co/85kbi4WYBJ - IW Radio #iwnews #isleofwight;6/25/2019 7:17;0
water sewage;1.14E+18;Southern Water hit with record £126m penalty after 'serious failures' | The Independent: https://t.co/eLsjiWjhmB;6/25/2019 7:16;0
water sewage;1.14E+18;*@meavles If he gets sick or gets some nasty virus it'll serve him right, yuck swimming in water where the sewage drains are up so he's been swimming in pee, poo and puke water 🤢;6/25/2019 7:15;0
water sewage;1.14E+18;Customers will get rebates after the company failed to operate its sewage plants properly. #NcWebServices #Ofwat #Wastewater #SouthernWater #SewageTreatment ... https://t.co/eOpAq6aRrd;6/25/2019 7:15;0
water sewage;1.14E+18;"NewsATW
Southern Water hit with record £126m fines

Southern Water has incurred a record £126m package of fines and customer rebates after “serious failures” in its sewage treatment sites and for deliberately misreporting its performance.

https://t.co/JKU3Ouq8eg";6/25/2019 7:09;0
water sewage;1.14E+18;Large fine levied on *@SouthernWater highlights failure of privatised water sector as streams &amp  rivers are polluted &amp  so many of our community clean- ups ruined by sewage *@GreenstreamsWY;6/25/2019 7:08;1
water sewage;1.14E+18;*@SimonNeville Different firm but Thames Water tried to convince me an long running sewage overflow was our block’s liability (insert joke here) threatened is a lot. We didn’t back down. Fatberg underneath A23 Croydon (insert joke here);6/25/2019 7:06;0
water sewage;1.14E+18;Southern Water hit with record £126 million penalty after 'serious failures' https://t.co/93hRt4D2P1;6/25/2019 7:04;1
water sewage;1.14E+18;Southern Water hit with £126m fine for ‘shocking’ sewage failures https://t.co/PCPjbQH0aM https://t.co/9XMwkteiFN;6/25/2019 7:04;2
water sewage;1.14E+18;"Regulator Ofwat has announced Southern Water has been hit with a record £126m package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance";6/25/2019 7:02;0
water sewage;1.14E+18;"Regulator Ofwat has announced Southern Water has been hit with a record £126m package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance";6/25/2019 7:01;0
water sewage;1.14E+18;Southern Water handed record £126m penalty | *@scoopit https://t.co/mM8G9aGEO0 #regulation #water #sewage *@SouthernWater *@Ofwat;6/25/2019 6:59;0
water sewage;1.14E+18;"Clear Drinking Water from Sewage as per WHO Standards from Herbal Extracts like Drumstick!!
Unbelievable!
An Indian Innovation!
It might just SAVE our World from extinction! https://t.co/PnBrhIxzZq";6/25/2019 6:54;0
water sewage;1.14E+18;*@CPCB_OFFICIAL , please save hauz khas lake as published by newspaper. Sewage water from mehrauli is entering in the lake. https://t.co/E9HyQ8pbhH;6/25/2019 6:49;1
water sewage;1.14E+18;Southern Water hit with record £126 million fine after 'serious failures' https://t.co/T2NzyWL6TD;6/25/2019 6:46;8
water sewage;1.14E+18;"https://t.co/AKqY9AS1bC lllll Southern Water has incurred a record £126m package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and for deliberately misreporting its performance.";6/25/2019 6:44;0
water sewage;1.14E+18;Southern Water fined £126 million for ‘serious errors’ in sewage treatment... islanders could have told you they have been dumping raw sewage in the Solent for years. The smell through Ryde and Sandown sometimes is vile. I wouldn’t let my children swim in it;6/25/2019 6:44;0
water sewage;1.14E+18;#SouthernWater are also behind the raw sewage being dumped in Langstone Harbour and affecting #HaylingIsland #blueflag beach water quality. Let’s hope this punishment encourages them to act more responsibly in future. https://t.co/aqiTTdYN0K;6/25/2019 6:43;0
water sewage;1.14E+18;"Regulator Ofwat has announced Southern Water has been hit with a record £126m package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance";6/25/2019 6:32;3
water sewage;1.14E+18;"NewsATW
Southern Water handed £126m punishment

The regulator says the firm failed to operate sewage treatments properly and misreported performance.

https://t.co/1GGy8umhL0";6/25/2019 6:28;0
water sewage;1.14E+18;Southern Water handed £126m punishment: The regulator says the firm failed to operate sewage treatments properly and misreported performance. https://t.co/7ck9ZhbGvY https://t.co/Xan00JI8ot;6/25/2019 6:28;0
water sewage;1.14E+18;"Southern Water agrees to pay £126m to its customers and in fines, after failures in the operation of its sewage treatment sites and for deliberately misreporting performance.

https://t.co/FAOtNlTUKm";6/25/2019 6:28;7
water sewage;1.14E+18;"Southern Water agrees to pay £126m to its customers and in fines, after failures in the operation of its sewage treatment sites and for deliberately misreporting its performance.

https://t.co/uIphRzpVTR";6/25/2019 6:27;1
water sewage;1.14E+18;"Southern Water has agreed to pay £126m to its customers and in fines, after failures in the operation of its sewage treatment sites and for deliberately misreporting its performance.

https://t.co/YonmOPSNlk";6/25/2019 6:27;11
water sewage;1.14E+18;"Regulator Ofwat has announced Southern Water has been hit with a record £126m package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance";6/25/2019 6:24;46
water sewage;1.14E+18;*@Ofwat And the sewage/ water companies tell us its not their problem.... I DO NOT TRUST ANY OF THEM!!! Here is proof they are not honest in their dealings and try to cover their backside every chance they get.;6/25/2019 6:23;0
water sewage;1.14E+18;Breaking news: Southern Water fined £126m for breaches in Sewage Treatment Work operation. Largest fine in history and *@Ofwat sends a clear message to all water companies but what about the environmental mitigation? https://t.co/glbTVzmcjy;6/25/2019 6:22;8
water sewage;1.14E+18;"Following our investigation, Southern Water has agreed to pay £126m in penalties and payments to customers following serious failures in the operation of its sewage treatment sites and for deliberately misreporting its performance. 
https://t.co/9jjjZKOLT9 https://t.co/UT2f3zyAUV";6/25/2019 6:22;52
water sewage;1.14E+18;"Southern Water has been hit with a record £126 million package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance. https://t.co/Wy63J8zU6X";6/25/2019 6:20;1
water sewage;1.14E+18;"Southern Water has been hit with a record £126 million package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance *@lbcbreaking https://t.co/4l9RDbnl7F";6/25/2019 6:20;0
water sewage;1.14E+18;Shane Coleman still banging the drum for water charges on Dinny FM - anti water charges movement is to blame for sewage on beaches apparently.;6/25/2019 6:20;2
water sewage;1.14E+18;"The regulator has told Southern Water to pay a record £126 million package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance. #HeartNews https://t.co/t1cesalAFc";6/25/2019 6:19;0
water sewage;1.14E+18;"""The National Mission for Clean Ganga, under its Namami Gange program, has initiated several projects to keep the holy river clean at this historical town.""
#NamamiGange 
https://t.co/XJ0OBJFQVz

*@ANI *@mowrrdgr *@gssjodhpur *@PIB_India *@kataria4ambala *@MIB_India *@UN_Water";6/25/2019 6:19;5
water sewage;1.14E+18;"Southern Water has been hit with a record £126 million package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance.";6/25/2019 6:19;0
water sewage;1.14E+18;"Southern Water has been hit with a record £126 million package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance.";6/25/2019 6:19;2
water sewage;1.14E+18;"The regulator has told Southern Water to pay a record £126 million package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance. #HeartNews https://t.co/Vqj6Mpd3qK";6/25/2019 6:19;0
water sewage;1.14E+18;"The regulator has told Southern Water to pay a record £126 million package of fines and customer rebates after ""serious failures"" in its sewage treatment sites and deliberately misreporting its performance. #HeartNews https://t.co/SEyhNBwKUI";6/25/2019 6:19;0
water sewage;1.14E+18;#Breaking Southern Water has been hit with a record £126 million package of fines and customer rebates after “serious failures” in its sewage treatment sites and deliberately misreporting its performance, regulator Ofwat has announced;6/25/2019 6:18;4
water sewage;1.14E+18;"Rubber duckbill for washroom,Odor Backflow Prevention Rubber Duckbill Valves for Bathroom,Mosquito outbreaks in summer
#Silicone #silica #Non #Return #Valve #valves #duckbill #sewage #cross #slit #liquid #water #rubber #solid #quotation #umbrella 
https://t.co/IKIvnbJL6u https://t.co/SeuakLVCtT";6/25/2019 6:16;0
water sewage;1.14E+18;photos and garbage n smell on the same area.i suggest make garden so it can be maintain by pmc.while cmng to office fr mkt yd to swargate near gas station sewage drainage blocked and dirty water flowing on rd and smell can't bear and splashing on other while any vehicles passed. https://t.co/j8M7mHEmqm;6/25/2019 5:49;0
water sewage;1.14E+18;Disingenuous to divert attention away from Sindh Govt failures on HIV and poor governance in Sindh go check the sewage and water crisis engulfing the city, champions of democracy , hmmm https://t.co/WEiLWxJTg8;6/25/2019 5:48;0
water sewage;1.14E+18;Sewage water in tap: Chennai water crisis - India News https://t.co/U8EDoqpb6K;6/25/2019 5:36;2
water sewage;1.14E+18;Dear CM *@mlkhattar janab  different month same story being repeated. Sewage water is being dumped on V2 Sector Road *@ Sector 67 between Bestech SpaNxt and Ansal Escencia. The access to my house is deluged with sewer sewage (access cut off). It is also a huge health risk. Am https://t.co/wFIDqChODR;6/25/2019 5:27;0
water sewage;1.14E+18;SEWAGE water in tap? WHAAAA?? #WaterCrisis intensifies in #Chennai.  Residents in Villivakkam area have complained of receiving sewage water in the hand pump lines. #ClimateEmergency #India https://t.co/7opdJXCYe7 via *@IndiaToday;6/25/2019 5:20;0
water sewage;1.14E+18;"I know South Australia is responsible for a lot firsts but I did not know the historic Islington Sewage Farm Straining Shed in Regency Park is claimed to be Australia's earliest ""water borne waste disposal treatment system”.";6/25/2019 5:18;0
water sewage;1.14E+18;*@HMWSSBOnline *@JP_LOKSATTA *@hmwssbed We never got sufficient water through metered connection, we get not even 10% of our daily usage through manjeera, that too its send once in 2 or 3 days, and no one even bothered to repair sewage line that is been leaking on the road in our colony.;6/25/2019 5:09;0
water sewage;1.14E+18;"Part 1 
*DRINKING WATER From SEWAGE*

*An Indian Innovation!* 

*MADE IN BHARAT* 

*it might JUST SAVE Our WORLD FROM EXTINCTION...!!* 

*Clear DRINKING WATER From SEWAGE As Per WHO Standards Using HERBAL Extracts Like DRUMSTICK (Moringa Powder), TULSI, NEEM, Etc*  👇🏼👆🏼👇🏼👆🏼 https://t.co/2rUvO1GZiM";6/25/2019 5:06;0
water sewage;1.14E+18;"Part 2 
*DRINKING WATER From SEWAGE*

*An Indian Innovation!* 

*MADE IN BHARAT* 

*it might JUST SAVE Our WORLD FROM EXTINCTION...!!* 

*Clear DRINKING WATER From SEWAGE As Per WHO Standards Using HERBAL Extracts Like DRUMSTICK (Moringa Powder), TULSI, NEEM, Etc*  👇🏼👆🏼👇🏼👆🏼 https://t.co/VO306WSVZ3";6/25/2019 5:05;1
water sewage;1.14E+18;TN lawmakers of over 40 years destroyed the natural resources,all the water , occupied illegally and let the sewage mixed with it. Ppl of TN has no spine to rise up to t occassion.All political parties leaders  indirectly joined hands and fool the commit man .Atleast now wakeup https://t.co/4cHsQZt9J7;6/25/2019 4:45;0
water sewage;1.14E+18;*@CommissionrGHMC *@GHMCOnline *@ChiefEntomolgst *@HMWSSBOnline *@HMDA_Gov *@KTRTRS *@GandhiArekapudi *@TelanganaPCB *@TelanganaCMO *@hyd_se   *@CPCB_OFFICIAL Silpa Brindavan Colony has been flooded with sewage water released from Pragathi Nagar Lake in the name of beautification. https://t.co/inB7sHOssN;6/25/2019 4:36;0
water sewage;1.14E+18;Sewage water in tap: Chennai water crisis throws up horror stories https://t.co/ONzsrO8YaM via *@indiatoday;6/25/2019 4:33;1
water sewage;1.14E+18;"*@joniernst No more snowplows?

No more municipal water and sewage systems?

No more Medicare?

No more Social Security?

No more fire departments?";6/25/2019 4:26;1
water sewage;1.14E+18;*@mashable Imagine a whole city could be built in no time after a natural disaster(e.g earthquake, tsunami). They have to stick to green/recyclable stuff. Connect it to internet, electricity(wind/solar), water, sewage. How about roads?parks?schools?City planners should look into it.;6/25/2019 4:17;0
water sewage;1.14E+18;*@CommissionrGHMC Sir, who is the corporator for Gowlidoddy? The place is a total mess! Muck is flowing on the roads, stagnant sewage water, garbage, no drainage. Dengue and malaria cases (visit Srija hospital pls). I'd really like to slap his face with his own chappal 😢;6/25/2019 4:17;0
water sewage;1.14E+18;"*@parag_alavani *@smithbavkar23 *@east_bmc *@bmcmumbai *@AUThackeray *@mybmc *@CMOMaharashtra Indeed a well planned work Parag ji
Not only about the road but also the water main line and also the Sewage which will solve the water logging problem in Vile Parle.
Once again thank you for the perfect planning and dedicated efforts form you.";6/25/2019 4:13;0
water sewage;1.14E+18;The Post Office is socialism. Fire departments are socialism. Street lights are socialism. Water and sewage companies are socialism. The forestry service is socialism. So, ma’am, you quite like socialism really. https://t.co/PNpFsUasP1;6/25/2019 3:55;1
water sewage;1.14E+18;*@ACF8983506000 Request your advice. The contractor while laying sewage pipe has damaged both electrical cables and water pipes. Should we claim the cost of repairs from the contractor? Please advise;6/25/2019 3:51;0
water sewage;1.14E+18;*@narendramodi The Under ground sewage does not work., the roads are full of water holes., there is no foot path to walk, whole city is dirty n the concept of *@swachhbharat is flop, no door to door collection of garbage, the garbage is thrown on roads https://t.co/2sfl7OBQ7o;6/25/2019 3:42;0
water sewage;1.14E+18;"https://t.co/XmnRedzTnK
Swachh Bharat abhiyan needs to be extended to cleansing of river Gomti. Raw sewage making into the river without adequate treatment has significantly deteriorated the water quality lately.
#GomtiRiverFront";6/25/2019 3:29;0
water sewage;1.14E+18;*@Shorty_Ginger Yes, it is irrational for me to not want to drink water that smells of sewage.;6/25/2019 3:19;0
water sewage;1.14E+18;Texan man refuses to drink California sewage water;6/25/2019 3:04;0
water sewage;1.14E+18;*@wadewoodworker *@GovEvers *@WDNR So not able to read, huh?  MMSD dumped the untreated sewage, who runs Milwaukee?  Since democrats are the party of science, where does science say that untreated sewage should be dumped into fresh water?;6/25/2019 2:57;0
water sewage;1.14E+18;"Fantastic use of treated sewage water! Urban streams and rivers. 

Here’s the Las Vegas Wash this morning. Almost all effluent and supporting tons of wildlife including endangered species. https://t.co/nYmLN96kp7 https://t.co/FTea8rVpyL";6/25/2019 2:54;2
water sewage;1.14E+18;Sewage water in tap: Chennai water crisis throws up horror stories https://t.co/CXqvhOdAg1;6/25/2019 2:54;0
water sewage;1.14E+18;*@BrandonDonkey *@NoobChic *@RightNowJohn *@sodangfancy22 A loan that never should have existed because education should not require out of pocket tuition. Education shouldn't be treated any different than roads, emergency services, tap water, sewage or any other service provided by taxes. Other countries do it to great success.;6/25/2019 2:53;1
water sewage;1.14E+18;Once sewage joins the Ganga it is as sacred as the river water.;6/25/2019 2:42;0
water sewage;1.14E+18;*@Graderal *@MercedesGlobal Yawn.  Look the whole story up.  It was a one off to allow for necessary repairs.  It was time limited and people were told to be careful about what they flushed.  And raw sewage in fast water gets dealt with.  This is not as huge a story as you make it out to be.  At all;6/25/2019 2:37;0
water sewage;1.14E+18;"Tyson Foods, Inc. reported a sewage leak in the Mulberry Fork from its plant in Hanceville June 8.
https://t.co/7KwXjDlMOj";6/25/2019 2:20;3
water sewage;1.14E+18;*@viejojudio *@crazyma46101800 *@BaronieSisters *@dlsmith0817 *@YitzchakAded *@Piercing_star_ *@ndeem_malik *@Bobmishegas1 *@sallywilts *@SimonBradley22A *@MactavishKev *@malkaavram *@occupiedisloc1 *@nudnikthird *@ZionistParasite *@x1Mmejor *@BDSAnglia *@santafeez *@laielkha *@Variation_Gamer *@screenstarr *@Ruud16994378 *@Print2Fits *@destination1111 *@SisebutoG *@SamPepper1965 *@JeanEngel777 *@Darkplumm911 *@anthonyden1 *@M0sstr00per *@DonaldRaines *@BuckmanScott *@Rainbojangles *@S_ergeyR_omanov *@stevemakastevem *@ariadneeva *@sparklenaloha *@Sean_x_Larkin *@docrotten *@StanleyKosovan *@Zioracism *@NaxaRock *@TauridAustralis *@JewsForPalestin *@Jews4PRoR The shitty conditions are there because Israel controls the electricity which is needed for sewage and water treatment as well as hospital services.Fisherman are fired at within 6NM.Young men are made handicapped by Israeli snipers making it even more difficult to find employment;6/25/2019 2:12;1
water sewage;1.14E+18;"Sewage water in tap:Chennai water crisis throws up horror stories.The 4main watr reservoirs that supply drinkng watr to Chennai r currently at lessthan 1% of storagelevel.
TamilNadu is facing drought 4m 3yrs coz of successive failure of northeast monsoons.
https://t.co/VNeqMS5dcp";6/25/2019 1:52;10
water sewage;1.14E+18;*@mr_nuge *@andrewknoc *@TucsonWater It’s triple-treated sewage (tertiary treatment)! It’s essentially at drinking water standard with slightly higher nutrient levels than would be found in drinking water.;6/25/2019 1:50;0
water sewage;1.14E+18;*@Wieneraaron Bathing in the Rain.  In this scene, a filthy man lets rain water wash over his sewage coated body....🤣;6/25/2019 1:39;0
water sewage;1.14E+18;In an effort to encourage permanent home construction, Deport City Council discussed cutting water and sewage access to mobile homes and trailers at its last meeting. https://t.co/3tYCumfzGC;6/25/2019 1:30;0
water sewage;1.14E+18;"#ICYMI #WaterEmergency 
Chennai water crisis has just gone from bad to worse. 
Read more: https://t.co/CMN0fmPUKg https://t.co/mJlsA0PCpw";6/25/2019 1:30;7
water sewage;1.14E+18;"Well, on the bright side the black stagnant pool of water in my basement that I just cleaned up doesnt appear to be black mold. 

The dark side is... its sewage because the 100 year old cast iron sewer line has sprung leaks. So glad I wore gloves and a mask. https://t.co/qa5aFrLNeL";6/25/2019 1:29;0
water sewage;1.14E+18;*@fdwilkinson Buddy be glad its just water coming from those pipes https://t.co/0iukNwGKzt;6/25/2019 1:21;0
water sewage;1.14E+18;*@BebeHall2 I hope they know human raw sewage is going down drains to the water treatment plant you will bath in it;6/25/2019 1:16;0
water sewage;1.14E+18;*@wadewoodworker *@GovEvers *@WDNR So you enjoy having sewage floating around in the Lake! Not smart enough to understand water born diseases, huh?;6/25/2019 1:08;0
water sewage;1.14E+18;*@cathmckenna Shouldn't we start by not dumping raw sewage into our rivers? Maybe clean up the drinking water, instead of mocking women who are concerned about the toxic drinking water? Maybe practise what you preach and stop supporting products that come with plastic cuttlery?;6/25/2019 1:05;0
water sewage;1.14E+18;*@JillianInc *@Cmillymom *@StevenBeschloss Leaking like Melania’s implants, or oil from a pipeline, or sewage into local drinking water, or tears from a detained child or your verbal vomit in my timeline. #BeBest;6/25/2019 0:52;1
water sewage;1.14E+18;.*@GovWhitmer -- Democracy's public voice in P3 projects - #Michigan - #DrinkingWater - #SewageTreatment - #Infrastructure -- Privatizing items like water and sewage is new territory for #Michigan -- https://t.co/4PYKaK8Ubx via *@Willi_H2O https://t.co/lIeAJUYTlS;6/25/2019 0:47;0
water sewage;1.14E+18;According to Trump &amp  his cronies this water is safe to drink. I beg to differ, based on observation and smell. I’m pretty sure that’s akin to raw sewage. Since Trump us full of shit, it should taste just fine to him… https://t.co/GvSo9HvIHP;6/25/2019 0:47;0
water sewage;1.14E+18;Paradigm Shifting Water Turns Sewage Into Food;6/25/2019 0:37;0
water sewage;1.14E+18;"Again. Where do you even start? When you put up with turds running the show expect shit in your water.
Enjoy the summer weather this week just not at the beach.
*@Failte_Ireland 

Four Dublin beaches closed to swimmers after sewage overflow https://t.co/ONLplrWjSD";6/25/2019 0:36;2
